,text,url,text_len,text_word_count
6743,I read that book when I was stuck on the red line last Thursday. Good choice.,https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,77,16
6744,Is there a doctor on board because my bare left ring finger is caught in the door.,https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,82,17
6745,"Mind if I sit on your lap, my knees are suddenly weak?",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,54,12
6746,"No, please do lean on my fingers while I grasp this pole for balance. All the better to grope you with.",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,103,21
6747,Nope don't worry I don't need my little toe…unless you're a podiatrist.,https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,71,12
6748,"Oops I dropped my Express mid-tunnel, can you forgo your safety and pick it up for me?",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,86,17
6749,Ride on this car of this train at this time often?,https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,50,11
6750,"We're being off-loaded? Great, need some help getting off?",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,58,9
6751,"Why no, I certainly don't mind that your crotch simply must rub on my ass because you can't twist sideways.",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,107,20
6752,Wow those look like really sophisticated earphones; where'd you get them?,https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,73,11
6753,Yeah it is getting hot in this tunnel. Why don't we take off a few layers?,https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,74,16
6754,"Yep, I crammed myself onto this car because I saw you through the glass and wanted to check out your butt up close and personal.",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,128,25
6755,You know if you set your gym bag on the floor then we can stare into each others eyes while we're jolted back and forth into each other.,https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,136,28
6756,"You know, if we tell them we met here maybe they'll let us get married on a metro car some day.",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,95,21
6757,"You will meet a tall, dark straphanger.",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,39,7
6758,"Due to a signal malfunction, I'm not sure if you're interested?",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,63,11
6759,"Girl, I understand if you want to take things slow – we can change to the local.",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,80,17
6760,"Hey, would you like to not get a meal in the subway some time?",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,62,14
6761,I am going to ask you out in … two … minutes.,https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,45,12
6762,"I know I'm not supposed to panhandle, but I beg you to give me your number.",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,75,16
6763,"I may have been waiting for this train for 20 goddamn minutes, but I've been waiting for a girl like you my whole life.",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,119,24
6764,Is heaven missing an angel? Or is the MTA missing a very good-looking track work engineer?,https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,90,16
6765,Let's get out of here.,https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,22,5
6766,"No track work needed here, you're in fine shape, sunshine.",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,58,10
6767,"Remain alert and keep your belongings in sight at all times. I'm telling you this because I just stole a look at you, and now I want to make off with the entire package.",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,169,34
6768,"Seeing as you just accidentally felt up my butt anyway, wanna take things to the next level?",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,92,17
6769,"Since I met you, I'm on cloud 9th street F train.",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,49,11
6770,"That piss smell definitely isn't coming from you. Wanna get pie, cutie?",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,71,12
6771,"The sign says if you see something, say something, so here goes: baby, I'm seeing stars.",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,88,16
6772,This is a message from the New York City Police Department: I'd like to stop and frisk with you.,https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,96,19
6773,"WATCH THE GAP where my heart used to be before you STOLE IT, you thief of the heart.",https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,84,18
6774,What say we get together and Purell the shit out of our hands?,https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,62,13
6775,You make me want to Express myself.,https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,35,7
6776,You rock my world. Or we just derailed.,https://pickupline.net/situational-pick-up-lines/public-transport-pick-up-lines-airplane-subway-bus-metro/,39,8
6779,Did you hear that? They're playing our future song on the speakers!,https://pickupline.net/situational-pick-up-lines/shopping-mall-pick-up-lines/,67,12
6780,Did you know this mall has a movie theater? I just saw a preview of our life together. Looks pretty good!,https://pickupline.net/situational-pick-up-lines/shopping-mall-pick-up-lines/,105,21
6781,Excuse me ! do you know where’s Victoria's Secret outlet/shop in mall .. You look like one of their model!,https://pickupline.net/situational-pick-up-lines/shopping-mall-pick-up-lines/,106,20
6782,"Excuse me girl, where I can buy men's stockings? I did not approach you to ask where I can buy men`s pantyhose. Actually I approached you, because you are my type of a woman. I really like you",https://pickupline.net/situational-pick-up-lines/shopping-mall-pick-up-lines/,192,38
6784,"Hey I need a female opinion- what do you think would look better on me, this or this?",https://pickupline.net/situational-pick-up-lines/shopping-mall-pick-up-lines/,85,18
6785,"Hi girls, I need an opinion. I was at Saks today, and there were $600 shirts. If guys wear 6bill shirts like that, do you think it’s classy or try-hard?",https://pickupline.net/situational-pick-up-lines/shopping-mall-pick-up-lines/,152,30
6786,"Hi, you are a very beautiful woman. My name is _____. What is your name?",https://pickupline.net/situational-pick-up-lines/shopping-mall-pick-up-lines/,72,15
6787,Hold up some huge baggy pants or bling- “Wow this would look so AWESOME on me- yeah like a playa pimp. You can be my biatch,https://pickupline.net/situational-pick-up-lines/shopping-mall-pick-up-lines/,123,26
6788,Hollister? I barely know her!,https://pickupline.net/situational-pick-up-lines/shopping-mall-pick-up-lines/,29,5
6790,I just came to this shopping mall to meet my friend and I saw you. I thought I would make a mistake if I did not approach you. And what are you doing at this shopping mall?,https://pickupline.net/situational-pick-up-lines/shopping-mall-pick-up-lines/,172,37
6794,"Just call me the guy working at one of those mall kiosks that sells phone cases, because I'm going to try and talk to you for a while whether you need a new phone case or not.",https://pickupline.net/situational-pick-up-lines/shopping-mall-pick-up-lines/,175,37
6795,"Just call me your Auntie Anne, because I'd like to make a 'pretzel' with you.",https://pickupline.net/situational-pick-up-lines/shopping-mall-pick-up-lines/,77,15
6799,So how do all of you know each other?,https://pickupline.net/situational-pick-up-lines/shopping-mall-pick-up-lines/,37,9
6801,The girl we are shopping for has the same body type and height as you!,https://pickupline.net/situational-pick-up-lines/shopping-mall-pick-up-lines/,70,15
6804,What are your mall go-tos?,https://pickupline.net/situational-pick-up-lines/shopping-mall-pick-up-lines/,26,5
6805,"When you're around, every mall is a sky mall.",https://pickupline.net/situational-pick-up-lines/shopping-mall-pick-up-lines/,45,9
6806,"You look even cooler than the Apple Store, and with less overt effort.",https://pickupline.net/situational-pick-up-lines/shopping-mall-pick-up-lines/,70,13
6808,"A wise gambler once said you need to know when to fold 'em, know when to hold 'em, and know when to walk away. Well babe, I don't fold, so as I look at your big chips, do you want me to hold 'em or walk away?",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,208,47
6809,"Apart from being sexy, how are your lips at blowing on dice?",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,60,12
6812,"Baby your like a slot machine, you just suck men up.",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,52,11
6813,Back at my room. The blinds don't go up until the maid comes in.,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,64,14
6814,Can I spin your roulette wheel?,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,31,6
6815,Can I splash my chips all over you?,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,35,8
6816,Can I tap your stack for good luck?,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,35,8
6817,Can you please stop staring at my chip stack,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,44,9
6818,Did you hear that? The DJ is playing our future song!,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,53,11
6819,Did you know this casino hotel has a movie theater? I just saw a preview of our life together. Looks pretty good!,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,113,22
6820,Have you ever gone all in with a pair of ladies before?,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,55,12
6821,"Hey babe, do you want me to show you the V.I.P.",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,47,11
6823,Hey baby! Want to see my bankroll?,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,34,7
6824,Hey baby! You’re looking at an expert card counter.,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,51,9
6825,"I don't mind going in blind, as long as I'm comin' out happy",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,60,13
6826,I had a flush until you stole my heart,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,38,9
6829,"I may not be good looking, but I'm ranked Top 20 in the country",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,63,14
6830,I only have one move in poker and in love…and it’s all in,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,57,13
6831,I wouldn't mind a bad beating from you,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,38,8
6832,I'd like to hit the big one on your pay table.,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,46,11
6833,I'd like to name a slot machine after you.,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,42,9
6835,"I'm not in the blinds, but I want a piece of the/that action.",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,61,13
6836,I’ll ante up if you’ll go down.,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,31,7
6838,"If I bet, will you call me?",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,27,7
6839,"If lights would turn off every time I would think of you, Las Vegas would soon be pretty dark.",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,94,19
6840,If you give me your heart I’ll give you a diamond,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,49,11
6842,"If you pull the slot machine lever, I have a feeling you'll get lucky! Because the lever is in my pants! Grab that Lucky 7, baby!",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,129,26
6843,"It's spin time, baby!",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,21,4
6844,"Just call me the guy working at one of those kiosks that sells phone cases, because I'm going to try and talk to you for a while whether you need a new phone case or not.",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,170,36
6846,Looks like you’ve got top and bottom pair covered,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,49,9
6848,"My hand is pretty weak, can I use yours?",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,40,9
6849,Nice dice!,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,10,2
6850,Nice rockets!,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,13,2
6851,"No, that isn't a deuce in my pocket.",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,36,8
6853,Shall I make a deposit?,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,23,5
6855,Thank you for helping me make my hand…all I needed was a queen,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,62,13
6856,These pick up lines are stupid. Let's just have sex.,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,52,10
6858,Want to play heads up I’ve got chips in my room,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,47,11
6860,"We can have sex, but let’s make it quick blinds are up in 7 minutes",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,67,15
6861,What are the pot odds we’ll be waking up next to each other,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,59,13
6862,What are your casino go-tos?,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,28,5
6863,"When you're around, every casino is a sky casino.",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,49,9
6864,"Would you like to spin now, or spin later?",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,42,9
6865,Would you please pull this handle for me?,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,41,8
6866,"Yes, that IS a deuce in my pocket.",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,34,8
6867,You can play with my chips anytime.,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,35,7
6868,You know what they say about men with 21?,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,41,9
6869,"You look even cooler than the VIP room, and with less overt effort.",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,67,13
6870,You must be a 10 cause you just gave me a straight,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,50,12
6871,"You must be a high roller, because you make my bar raise!",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,57,12
6872,"You must be the Las Vegas Sign, because the light around you guided me here.",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,76,15
6873,"You sucked out on me, now it’s my turn",https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,38,9
6874,You turn me on more than World Tavern Poker.,https://pickupline.net/situational-pick-up-lines/las-vegas-casino-pick-up-lines/,44,9
6876,"69 miles away, huh? Well that's ironic...",https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,41,7
6877,Are you a Middle Eastern dictator? Because there is a political uprising in my pants.,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,85,15
6878,"Did you know you're the hottest (insert generic name here- Jessica, Stacy, Mike, etc.) on Tinder?",https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,97,16
6879,Do you believe in love at first swipe?,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,38,8
6880,Do you have a job? I need a woman who can support me while I play video games all day.,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,86,20
6881,Do you want to hook-up? I mean hang out...,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,42,9
6882,Do you work at build-a-bear? Cuz I'd stuff you.,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,47,9
6883,Does this mean I won't be a virgin by the end of the week?,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,58,14
6884,"Hey gorgeous, will you be my Tinderella?",https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,40,7
6885,"Hey, we're a match! Does this mean we're dating now? Give me a second, I need to change my Facebook relationship status.",https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,120,22
6886,How many times have you pictured me naked since we matched?,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,59,11
6887,I could've called heaven and asked for an angel but I was hoping you're a slut instead.,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,87,17
6888,I hope you know that I am 100% committed to this tinder relationship,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,68,13
6889,I think this is love at first tinder,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,36,8
6890,I usually go for 8's but I guess I'll settle for a 10.,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,54,13
6892,I'd be your Prince Charming if you be my Tinderella,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,51,10
6893,I'd tell you a joke about pizza but its kinda cheesy.,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,53,11
6894,I've had a crush on you for 2 hours.,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,36,9
6895,I've had sex with -1 girls. Wanna get me back to even?,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,54,12
6896,"If I was a watermelon, would you spit or swallow my seeds?",https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,58,12
6898,Is your personality as angelic as your hair?,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,44,8
6899,"Less than a mile away? Watch out baby, you're in the bone zone!",https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,63,13
6900,Like your picture.,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,18,3
6901,"My parents are so excited, they can't wait to meet you!",https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,55,11
6902,"Roses are Red, Violets are Blue, We're a match on Tinder,",https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,57,11
6903,So I think we should screw.,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,27,6
6904,We would make sexy babies,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,25,5
6905,"We're a match! The next step is to pick a wedding date, right?",https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,62,13
6906,What are the chances I see you naked tonight?,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,45,9
6907,Would you dance if I asked you to dance?,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,40,9
6908,You don't know how many times I had to swipe left to find you!,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,62,14
6909,You got the best smile on tinder. You must use crest.,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,53,11
6910,You must be a small amount of red phosphorus and I must be a tiny wooden stick… Because we're a match.,https://pickupline.net/situational-pick-up-lines/tinder-pick-up-lines/,102,21
6911,A day just wouldn't be complete without a Knight.,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,49,9
6912,"A world without day is gloomy indeed, but a world without Knight would be pure misery.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,86,16
6913,And you thought the Romans had the only impressive aqueducts.,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,61,10
6914,"Been there, slain that.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,23,4
6915,"C'mon, sweetie...Didn't your mother ever tell you? A cleric a day keeps the black plague away.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,94,16
6916,Can I hose down your doublet?,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,29,6
6917,Come up and see my scrolls.,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,27,6
6918,Come up to my chamber and I'll show you the largest treasure in the land.,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,73,15
6919,"Darling, these Trojans are rather painful. We may need some oil for this armor.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,79,14
6920,Do you practice safe hex?,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,25,5
6921,Don't believe the rumors you heard about me. The Bubonic plague didn't affect my important parts.,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,97,16
6922,"Don't worry. If you kiss me, I won't turn into a frog.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,54,12
6923,Dost thou know? That chastity belt of yours would look great on my sleeping chambers floor.,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,91,16
6924,"Ello, milady, thou art under siege. I shall scale thy battlements with mine grappling hook.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,91,15
6925,"Excuse me, Milady, would you have a place where I may sheath my longsword?",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,74,14
6926,"Fair Maiden, you can scale my battlements any day!",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,50,9
6927,"Fair Maiden, your cups runneth over.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,36,6
6928,Has anyone ever told you that you have a lovely wimple?,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,55,11
6929,"Hey baby, King Arthur isn't the only one with a big round thing. How 'bout coming up and waxing mine?",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,101,20
6930,Hey wench the rodent in my pocket wants to eat at your cheeze.,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,62,13
6931,"Hey, baby, wanna chain my mail?",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,31,6
6932,"Hey, big boy, how would you like to help this maiden out of dis-dress?",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,70,14
6933,"Hey, milady, if you think that horse is gifted.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,47,9
6936,"Honest, milady, it will help clear up the pox marks.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,52,10
6937,How about coming around the back and giving me a good reason to come back from the crusades?,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,92,18
6939,"How, you ask, did I get up here to your balcony? Well, I espied you from yonder garden. In an instant my er, heart was swelled with lus.. er, love. I had to meet you! So I ranneth over but tripped on a stone thusly pole-vaulting into your arms.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,244,49
6940,How'd you like to ride my stallion? He's well trained for battle!,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,65,12
6941,"I am beset by this dragon in my loins, and only you can quench its fire!",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,72,16
6942,"I am beset by this dragon in my loins, Dear Lady, and only you can quench its fire!",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,83,18
6943,I bet you would look nice in some maternity armor.,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,50,10
6944,"I had to swim the moat to get to you fair maiden. So, would you like to see my breaststroke?",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,92,20
6945,"I hath done combat with many a beast, but I must confess that was the tightest situation I have ever been in.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,109,22
6946,I have the key to your chastity belt and you have the key to my heart.,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,70,16
6947,"I joust love you, baby!",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,23,5
6948,I like the cut of your jib.,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,27,7
6949,I lost my leg in battle. Guess what I'm walking on!,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,51,11
6950,"I may not be a priest, but I can get you to heaven, m'lady.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,59,14
6951,"I may not be a priest, but I can take you to the heavens, princess.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,67,15
6952,I might have lost most of my limbs in battle but I've still got one left.,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,73,16
6953,I most certainly am King in bed! Shall I prove it to you?,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,57,13
6954,"I seem to have lost my sex slave, can I borrow you for a bit?",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,61,15
6955,"I would wish a manly broadsword, not a pen-knife such as yours.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,63,12
6956,I'd rather be beheaded than be denied a date with you.,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,54,11
6957,"I'm from Nuremberg, but I'm a master at more than singing.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,58,11
6958,"I'm really a prince cursed by an evil witch. Tell me, do you have sex with frogs?",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,81,17
6959,"I've been VERY NAUGHTY. You'll have to put me in the stocks and ""PUNISH"" me, now won't you?",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,91,18
6960,"If I were a horse, I'd rather you mounted me without the saddle.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,64,13
6961,"If quietus you make, I'll bare my bodkin for you.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,49,10
6962,"If the stars in the sky were as beautiful as the eyes on thee, then they'd be really pretty.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,92,19
6963,Is that a knife in your armor? Or are you just happy to see me?,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,63,15
6964,It seems as if my dragon has finally found a nice cave to rest in.,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,66,15
6965,"It's not the size of the staff that matters, but the magic within.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,66,13
6966,"Like a mare, I can be ridden for hours.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,39,9
6967,"Like Marcellus Wallace, I wanna get Medieval or your ass!",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,57,10
6968,Looks like my dragon has finally found a nice cave to rest in.,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,62,13
6969,May I show you a fascinating Saracen ritual I learned while hiding in a harem after Hattin?,https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,91,17
6970,"Milady you can ride my horse. I must tell you, he's a wild one!",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,63,14
6971,"Milady, I heard that you were a chirogeon, I have something you can drain.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,74,14
6972,"Milady, I'll be your night in shining armor.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,44,8
6973,"Milady, it's not the size of the wand that matters, but the magic within.",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,73,14
6974,"Mlle. Darc, thy breastplate is wondrous! Wouldst thou hold my polearm whilst I attempt to light thy fire?",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,105,18
6975,"My goat bite is no longer infected, so would you like to dance?",https://pickupline.net/situational-pick-up-lines/medieval-middle-age-pick-up-lines/,63,13
